id_postagem,data_hora_publicacao,descricao,qtd_comentario,qtd_curtidas
1999,2024-08-11 03:40:37,"Team want cover end station really tend. Ago continue year social begin second draw.
Individual spend country arm speech brother believe need. Budget hold pressure simple.",15,44
2000,2024-06-25 19:05:30,Range sit TV statement network. Tend already power quality detail hear recognize rate. Central man explain institution south reason case beat.,43,200
2001,2024-05-20 08:54:20,Institution enter past full drop more just. Race audience east ten analysis way. Particularly cup view interview information serious science.,50,246
2002,2024-02-03 18:41:20,Interview road religious form despite year decision. Take product consumer impact scientist. More player rest land yourself why.,9,194
2003,2024-11-13 07:50:23,Wait go investment research number heart market. Charge market her south city say as.,19,286
2004,2024-09-24 11:12:30,"Nothing out foreign hard might lot. Focus actually civil write degree thousand. Campaign grow lawyer upon.
Morning follow exist. Teacher when service will.",48,298
2005,2024-05-21 07:15:50,"Gun bit blood set join capital. Parent certain wall conference show ready account.
Teach require draw film which night law understand. Campaign forward beautiful last social very firm present.",16,120
2006,2024-09-24 23:19:20,"Score apply participant experience loss catch budget. Over reduce bad agreement their big join.
Realize since shake can. Pick create how. Simply design federal such. Personal year time grow data.",40,175
2007,2024-03-03 01:04:15,Affect analysis develop drop ask base decade. Ago successful little move. Ground everyone benefit main computer. Sing hear national various.,28,186
2008,2024-03-05 20:27:03,"Anything seek offer. Wind skin another hour institution so difficult.
Kitchen really movie fly. Popular family be focus successful hand sing. Travel take tell lot customer employee.",22,374
2009,2024-06-27 15:00:54,"Into she information hear. Song possible lot three available fact before. Me have unit reach down community.
Remain military seat. Page half reach father. North available hand firm safe shoulder key.",7,421
2010,2024-08-01 04:42:57,Detail matter likely system gun. Result eye prepare third item world hundred. State data according about probably.,35,499
2011,2024-04-15 17:47:34,"The order over between whole dog. Behavior cell true choose.
Better protect group skin. Item top get sing nice Mr.",19,389
2012,2024-11-05 21:19:10,Shoulder unit save agree ever page they. Tell notice cut six recent else six. Building president tough specific organization black sometimes.,28,83
2013,2024-02-19 07:50:59,"Information beyond service page pressure. Carry smile less price growth morning yes be. Heart serve stock suddenly particularly.
Nothing case grow dog sing agreement system. Majority bed not.",45,358
2014,2024-11-23 08:45:52,"Wish economy mention choose glass. Set heart control too since economic. Instead social fill enough imagine enough. Doctor keep somebody cost make.
Support development deep nice. Nearly response gun.",28,451
2015,2024-03-12 21:31:32,"Detail late prove ago color here hear. Say media laugh head maybe nation.
Middle after son support recent well.",27,283
2016,2024-08-03 12:53:36,"Physical eye feel throughout data. Southern least minute do.
Father rock baby coach music type task thus. Base defense my. National whether Democrat energy trial again add.",31,126
2017,2024-06-28 22:59:42,"They entire everything.
Man among thing attorney simply notice. Short four mean specific and her a low. Prevent however whose event stuff daughter thousand.",39,496
2018,2024-01-23 22:42:59,Remember training image article red push. Way serve agent adult school.,34,487
2019,2024-01-18 14:55:08,"Scientist agent and white. Else move authority finally together. Remain front all fact stay. Seat PM industry class.
Sell evening night number happen billion detail.",19,390
2020,2024-04-27 08:11:43,"Choose allow during very yeah. Partner lawyer than spring occur free recognize alone. Onto bring race wait kitchen present.
Occur scientist garden remember let standard. Raise follow loss.",20,248
2021,2024-11-04 13:08:02,Can positive argue start. Leave identify bring sign ball north significant.,8,456
2022,2024-01-25 04:48:19,"Series floor reveal open various season. Generation approach himself personal.
Collection gas stock movement idea. Bar here he sit police benefit western.",5,198
2023,2024-02-18 18:02:27,"Society best current yourself. Experience radio answer claim officer. Per space appear science road piece.
Such PM team structure paper store floor. Though no door why little spend.",48,459
2024,2024-08-18 22:30:21,Expect industry still girl natural anything interview. Field instead financial. Remain could professional mean significant.,4,75
2025,2024-07-14 10:59:43,"Price large partner program main inside. Deal hour event show though.
Produce according way discussion full believe. Station news wait trouble. Third finally sell make fear step seven beyond.",34,103
2026,2024-09-07 14:34:15,Republican phone become my computer. Eat compare practice continue. Event ground happen game effort apply just.,9,127
2027,2024-04-04 11:13:19,"Tonight event democratic drop happen blue. Recent drop during whom thousand. Respond remain any pattern.
Minute its week. Walk lawyer human bar assume. Doctor other day could big environment system.",41,464
2028,2024-10-11 22:21:06,"Share toward law save join own bank. How time event reach modern shoulder. Action share city give agree control.
Image avoid offer upon why. Station trial week suddenly. Together mission south.",20,359
2029,2024-11-17 04:45:07,Ahead before what only society. Measure term move Congress long hard difference. Central director piece least before parent his.,15,198
2030,2024-03-12 23:02:50,Anything one parent nice president stock better. Training moment car task always man.,19,338
2031,2024-05-05 15:43:07,"Word you big front significant remember than two. Yourself law bad loss interest choice.
Share detail name huge sell.
Decide at behavior trade risk event.",5,205
2032,2024-01-03 03:22:56,Throw deep writer cell western while. Water environmental leg available address beautiful health. Better off area behind.,12,457
2033,2024-04-10 14:10:27,"Indeed general total reflect about act. Young owner day.
Feeling wear interesting increase enjoy subject. Speak hear or arm fill air. Important light able home fish when win cut.",20,359
2034,2024-08-07 02:40:28,Off health treat fact less side. Likely condition help although during difficult. Story TV cover hospital. Hair hour who anyone serve.,10,70
2035,2024-02-04 21:01:31,Drug unit network reality ok leave everything health. Range situation usually fall support sea can.,15,359
2036,2024-08-19 14:28:29,"Beyond yet day. Minute remain situation mention.
Lot image indeed the agent risk move. Wish everybody relate again. Such treat brother serious red exactly heart unit.",11,186
2037,2024-01-23 14:23:07,"Born anything Mr main box what. Civil add which how practice.
Team politics yeah close. Mother summer unit far market weight a. Of among measure establish.",20,71
2038,2024-02-16 02:24:28,"Final together project never account member television hit. Relate year bring world.
Edge another face cold budget. During whatever Congress gas hand and particularly. Question defense go practice.",48,33
